host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count
100%,98%,0,2,2,"email, phone, facebook, google, linkedin, amex, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,,$20.00 ,1,$5.00 ,1,1125,18,46,75,350,0,,,,,,,,0,1,moderate,0,0,2
100%,100%,0,1,1,"email, phone, facebook, jumio, kba",1,1,1,Private room,2,1,1,1,Real Bed,$62.00 ,,$10.00 ,1,$10.00 ,1,1125,0,0,0,0,1,,,,,,,,0,0,moderate,0,0,1
100%,88%,1,1,1,"email, phone, manual_online, reviews, manual_offline",1,1,1,Shared room,1,1,1,1,Real Bed,$47.00 ,,$10.00 ,1,$0.00 ,3,1125,0,0,0,216,19,95,10,9,10,10,10,10,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,0,Private room,2,1,1,1,Real Bed,$99.00 ,,,1,$20.00 ,2,45,26,56,86,361,2,80,9,9,9,9,8,8,0,0,strict,0,0,1
100%,67%,0,14,14,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$60.00 ,,$50.00 ,1,$0.00 ,1,1125,30,60,90,365,0,,,,,,,,0,0,strict,0,0,9
N/A,N/A,0,2,2,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,3,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,flexible,0,0,2
100%,100%,0,8,8,"email, phone, facebook, reviews, jumio",1,1,0,Private room,1,1,1,1,Real Bed,$45.00 ,$100.00 ,$25.00 ,0,$0.00 ,1,1125,0,0,0,218,10,96,10,9,10,9,9,10,0,1,flexible,0,0,8
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,3,1,1,2,Real Bed,$70.00 ,$500.00 ,$15.00 ,1,$15.00 ,4,1125,0,0,6,33,10,90,10,9,9,9,9,10,0,0,strict,0,0,1
95%,99%,0,6,6,"email, phone, reviews, kba",1,1,1,Private room,2,2,1,1,Real Bed,$60.00 ,,$10.00 ,1,$25.00 ,1,1125,0,0,0,4,43,90,9,9,9,10,9,9,0,0,strict,0,0,6
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$59.00 ,,$12.00 ,1,$20.00 ,2,1125,0,4,34,34,1,100,10,10,10,10,10,10,0,0,moderate,0,0,1
N/A,N/A,0,1,1,email,1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
90%,56%,0,1,1,"email, phone, facebook, jumio",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$95.00 ,$200.00 ,$30.00 ,1,$0.00 ,1,1125,0,4,5,5,0,,,,,,,,0,0,flexible,0,0,1
92%,91%,1,2,2,"email, phone, reviews, kba",1,1,0,Private room,2,1,1,1,Real Bed,$59.00 ,$200.00 ,$30.00 ,1,$10.00 ,1,7,7,21,37,138,4,100,10,10,10,10,9,10,0,0,strict,0,0,2
100%,98%,0,3,3,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$80.00 ,,$20.00 ,1,$10.00 ,1,1125,2,2,2,2,11,91,10,9,10,10,10,9,0,0,strict,0,0,3
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$169.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,0,3,93,9,9,9,10,10,10,0,1,strict,0,0,58
100%,96%,0,1,1,"email, phone, reviews, jumio, kba",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$120.00 ,$400.00 ,$25.00 ,1,$25.00 ,1,1125,24,52,81,356,36,91,9,9,10,10,9,9,0,0,moderate,0,0,1
N/A,N/A,0,4,4,"email, phone, reviews",1,0,1,Private room,2,2,1,1,Real Bed,$40.00 ,,$10.00 ,2,$5.00 ,5,1125,0,0,0,20,11,95,9,9,9,9,9,9,0,0,moderate,0,0,4
100%,93%,0,1,1,"email, phone, reviews",1,0,0,Entire home/apt,2,1,1,2,Real Bed,$105.00 ,$100.00 ,$50.00 ,2,$0.00 ,1,1125,0,12,14,262,9,88,9,9,9,9,10,9,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone",1,0,1,Entire home/apt,3,1,0,1,Real Bed,$79.00 ,,$20.00 ,2,$8.00 ,1,3,3,9,39,39,0,,,,,,,,0,1,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Private room,1,1,1,1,Real Bed,$90.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,flexible,0,0,1
70%,89%,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$72.00 ,$100.00 ,$30.00 ,1,$0.00 ,1,14,0,2,32,32,13,93,10,10,10,10,10,9,0,0,flexible,0,0,1
100%,0%,0,1,1,"phone, facebook",1,0,1,Private room,1,1,1,1,Real Bed,$32.00 ,,,1,$0.00 ,1,1,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$199.00 ,$400.00 ,$95.00 ,3,$10.00 ,3,1125,0,0,0,0,0,,,,,,,,0,1,strict,0,0,58
N/A,N/A,0,4,4,"email, phone, reviews",1,0,1,Private room,2,2,1,1,Real Bed,$45.00 ,,,1,$0.00 ,4,1125,0,0,0,0,2,100,9,8,10,10,10,10,0,0,flexible,0,0,4
N/A,N/A,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$65.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,80,10,8,10,10,10,8,0,0,flexible,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$179.00 ,$400.00 ,$95.00 ,2,$10.00 ,3,1125,0,0,0,0,1,80,10,8,8,10,10,8,0,1,strict,0,0,58
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$60.00 ,,$100.00 ,1,$0.00 ,2,1125,0,0,0,0,0,,,,,,,,0,0,moderate,0,0,1
100%,100%,0,8,8,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$80.00 ,$100.00 ,$35.00 ,1,$0.00 ,1,1125,1,24,54,329,17,88,10,10,10,9,9,9,0,1,flexible,0,0,8
N/A,N/A,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Futon,$120.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,100,6,10,10,10,10,10,0,0,flexible,0,0,1
100%,88%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,,$25.00 ,1,$10.00 ,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$100.00 ,,$10.00 ,1,$0.00 ,3,7,0,0,0,0,3,90,10,9,10,10,10,10,0,1,flexible,0,0,1
100%,63%,0,9,9,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$45.00 ,,$50.00 ,1,$0.00 ,1,1125,0,0,0,248,2,100,10,10,10,10,9,10,0,0,strict,0,0,5
N/A,N/A,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Futon,$125.00 ,,,1,$25.00 ,3,19,0,0,0,0,1,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,33%,0,6,6,"email, phone, reviews",1,0,1,Private room,1,1.5,1,1,Real Bed,$50.00 ,,$50.00 ,1,$0.00 ,1,1125,30,60,90,365,0,,,,,,,,0,0,strict,0,0,4
100%,100%,0,5,5,"email, phone, reviews, jumio",1,1,1,Private room,1,1,1,1,Real Bed,$98.00 ,,$80.00 ,1,$60.00 ,7,28,0,0,7,7,2,40,4,8,9,6,9,3,0,0,strict,0,0,5
N/A,N/A,0,1,1,"email, phone, facebook, reviews, jumio",1,1,0,Entire home/apt,3,1,1,2,Real Bed,$109.00 ,,,1,$0.00 ,7,1125,0,0,0,0,0,,,,,,,,0,0,strict,0,0,1
100%,67%,0,2,2,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$85.00 ,$100.00 ,$25.00 ,1,$25.00 ,1,42,0,15,18,18,2,100,10,10,10,10,10,9,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Private room,1,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,1,4,0,0,0,0,4,95,10,9,10,10,10,9,0,1,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,1,Entire home/apt,4,1,2,2,Real Bed,$125.00 ,,,1,$0.00 ,3,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$110.00 ,,,1,$0.00 ,1,1125,29,59,89,364,1,,,,,,,,0,0,flexible,0,0,2
N/A,N/A,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,4,1,1,1,Real Bed,$79.00 ,,$40.00 ,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,moderate,0,0,1
80%,88%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,,,1,$25.00 ,1,1125,0,0,0,248,68,96,10,9,10,9,10,10,0,0,strict,0,0,1
100%,58%,0,1,1,"email, phone, reviews, jumio",1,1,1,Shared room,2,1,1,1,Pull-out Sofa,$58.00 ,,$5.00 ,1,$0.00 ,1,5,1,16,46,46,4,95,10,10,10,10,8,9,0,0,flexible,0,0,1
100%,100%,0,8,8,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$80.00 ,$100.00 ,$35.00 ,2,$0.00 ,1,1125,0,0,0,257,13,91,10,10,10,9,9,9,0,1,flexible,0,0,8
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$259.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,15,38,68,114,0,,,,,,,,0,1,strict,0,0,58
84%,74%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,0,1,2,Real Bed,$62.00 ,,,1,$15.00 ,2,14,23,50,80,355,123,91,9,8,9,9,9,9,0,0,strict,1,1,1
100%,100%,1,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$95.00 ,$100.00 ,$15.00 ,2,$30.00 ,1,1125,0,0,0,14,80,98,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,63%,0,9,9,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$20.00 ,,$50.00 ,1,$0.00 ,1,364,30,60,90,365,1,80,10,6,10,10,10,8,0,0,strict,0,0,5
100%,100%,0,8,8,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$70.00 ,$100.00 ,$35.00 ,0,$0.00 ,1,1125,3,23,53,328,35,93,10,9,10,9,9,9,0,1,flexible,0,0,8
95%,76%,0,2,2,"email, phone, reviews",1,0,1,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,1,$25.00 ,1,1125,7,34,64,154,3,70,8,10,6,6,8,7,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,1,$0.00 ,2,10,0,0,0,0,1,100,10,10,10,10,10,10,0,0,strict,0,0,1
33%,100%,0,1,1,"email, phone, facebook, reviews",1,0,1,Entire home/apt,2,1,0,1,Pull-out Sofa,$150.00 ,,$15.00 ,1,$0.00 ,1,1125,8,8,8,8,4,75,9,10,10,10,10,8,0,0,flexible,0,0,1
100%,99%,0,3,3,"email, phone, google, linkedin, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$70.00 ,$100.00 ,$20.00 ,2,$20.00 ,1,10,7,16,16,16,121,90,9,9,10,10,9,9,0,1,strict,0,0,3
100%,90%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,1,1,0,1,Futon,$95.00 ,,,1,$0.00 ,1,1125,10,37,67,67,6,93,9,10,10,10,9,9,0,0,flexible,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$239.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,1,4,95,9,10,10,10,9,10,0,1,strict,0,0,58
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$199.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,0,0,,,,,,,,0,1,strict,0,0,58
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,1,1,1,1,Real Bed,$33.00 ,,,1,$15.00 ,6,1125,0,0,0,0,16,95,10,10,10,10,9,10,0,0,strict,0,0,1
100%,100%,0,1,1,phone,1,0,1,Private room,2,0.5,1,1,Real Bed,$40.00 ,,$50.00 ,1,$0.00 ,5,1125,0,0,0,0,2,,,,,,,,0,1,strict,0,0,1
99%,93%,0,24,24,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$89.00 ,,$30.00 ,1,$20.00 ,2,90,2,29,59,59,7,97,10,10,10,10,8,10,0,1,strict,0,0,24
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,$150.00 ,$75.00 ,2,$40.00 ,2,45,0,0,21,21,5,92,10,10,10,10,9,9,0,0,strict,0,0,1
100%,96%,0,4,4,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,1,1,5,Real Bed,$80.00 ,$250.00 ,$120.00 ,2,$20.00 ,3,1125,17,42,72,337,11,84,9,9,9,10,8,9,0,0,strict,0,0,1
100%,67%,0,14,14,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$58.00 ,$600.00 ,$50.00 ,1,$0.00 ,1,1125,30,60,90,365,1,,,,,,,,0,0,strict,0,0,9
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$85.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,2
N/A,N/A,0,1,1,"email, phone, manual_online, reviews, manual_offline",1,1,1,Private room,2,1,1,1,Real Bed,$45.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,40,6,2,8,6,6,2,0,0,flexible,0,0,1
100%,98%,0,2,2,"email, phone, facebook, google, linkedin, amex, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$127.00 ,,$20.00 ,2,$5.00 ,1,1125,5,22,45,45,16,93,9,9,10,10,10,9,0,1,moderate,0,0,2
90%,100%,0,1,1,"email, phone, reviews",1,0,0,Entire home/apt,2,1,1,1,Real Bed,$11.00 ,,,2,$0.00 ,1,1125,0,0,0,2,12,96,10,9,10,10,10,10,0,0,flexible,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$209.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,0,3,90,10,8,8,9,10,9,0,1,strict,0,0,58
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$259.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,0,0,,,,,,,,0,1,strict,0,0,58
100%,100%,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,$60.00 ,1,$0.00 ,14,99,0,0,0,0,8,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, linkedin, jumio",1,1,1,Private room,1,2,1,1,Airbed,$45.00 ,$250.00 ,$50.00 ,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,strict,0,0,1
N/A,N/A,0,2,2,"email, phone, facebook, reviews, jumio, kba",1,1,1,Entire home/apt,5,1,2,2,Real Bed,$298.00 ,,$30.00 ,1,$0.00 ,2,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,2
100%,100%,0,1,1,"email, phone, reviews, jumio, kba",1,1,0,Entire home/apt,1,1,0,1,Futon,$55.00 ,,,1,$0.00 ,1,1125,30,58,88,363,1,100,10,10,10,10,10,10,0,0,flexible,0,0,1
100%,67%,0,14,14,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$58.00 ,,$50.00 ,1,$0.00 ,273,364,30,60,90,365,4,65,8,7,9,9,6,7,0,0,strict,0,0,9
95%,99%,0,6,6,"email, phone, reviews, kba",1,1,1,Private room,2,2.5,1,1,Real Bed,$80.00 ,,$10.00 ,1,$25.00 ,30,1125,1,1,22,297,38,94,10,10,10,10,9,9,0,0,strict,0,0,6
100%,58%,0,1,1,"email, phone, reviews, jumio",1,1,0,Entire home/apt,2,1,1,1,Real Bed,$149.00 ,,$59.00 ,1,$0.00 ,3,1125,10,20,38,156,3,100,10,10,10,10,10,10,0,0,moderate,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$159.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,0,0,,,,,,,,0,1,strict,0,0,58
100%,100%,0,1,1,"email, phone, jumio",1,0,1,Private room,4,1,1,2,Real Bed,$60.00 ,,$15.00 ,1,$25.00 ,1,1125,9,33,56,331,0,,,,,,,,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,7,2,3,3,Real Bed,$279.00 ,$300.00 ,$75.00 ,5,$20.00 ,2,60,16,36,59,329,11,98,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, google, reviews, jumio",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$83.00 ,,,1,$0.00 ,1,1,0,0,0,0,1,100,10,10,10,10,10,10,0,1,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,4,1,1,2,Real Bed,$90.00 ,,$50.00 ,1,$15.00 ,3,30,2,11,41,131,19,94,10,9,10,10,9,9,0,0,moderate,0,0,1
N/A,N/A,0,3,3,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$75.00 ,,$10.00 ,0,$0.00 ,2,1125,0,0,0,0,4,100,10,10,10,9,9,10,0,0,moderate,0,0,3
100%,94%,0,2,2,"email, phone, reviews",1,0,1,Entire home/apt,4,1,1,2,Real Bed,$138.00 ,$200.00 ,,1,$0.00 ,1,25,2,2,2,250,2,40,4,2,10,8,8,2,0,1,strict,0,0,2
100%,55%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$66.00 ,$200.00 ,$30.00 ,1,$0.00 ,2,25,21,37,64,88,2,90,7,8,10,10,9,8,0,0,moderate,0,0,1
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$199.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,0,0,0,1,0,,,,,,,,0,1,strict,0,0,58
100%,100%,0,7,7,"email, phone, reviews, jumio",1,1,1,Entire home/apt,6,2,4,6,Real Bed,$400.00 ,,$200.00 ,6,$100.00 ,4,1125,5,28,58,148,7,83,9,9,9,9,8,8,0,1,strict,0,0,7
100%,100%,0,1,1,"email, phone, facebook, google, jumio",1,1,0,Private room,2,1,1,1,Real Bed,$65.00 ,$100.00 ,$30.00 ,1,$20.00 ,1,1125,10,40,70,345,0,,,,,,,,0,1,strict,0,0,1
N/A,N/A,0,1,1,"phone, reviews",1,0,1,Shared room,2,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,20,8,2,8,8,4,6,0,0,flexible,0,0,1
99%,93%,0,24,24,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$89.00 ,,$25.00 ,1,$20.00 ,2,1125,3,18,48,138,46,95,10,10,10,10,9,9,0,1,strict,0,0,24
100%,71%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$52.00 ,$100.00 ,$10.00 ,1,$5.00 ,1,1125,0,0,0,0,3,93,9,9,10,9,10,9,0,0,moderate,0,0,1
95%,99%,0,6,6,"email, phone, reviews, kba",1,1,1,Private room,2,2,1,1,Real Bed,$70.00 ,,$10.00 ,1,$25.00 ,1,1125,5,13,23,298,47,92,9,9,10,10,9,9,0,0,strict,0,0,6
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,3,1,2,2,Real Bed,$139.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,1,1,1,1,0,,,,,,,,0,1,strict,0,0,58
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,3,1,0,2,Real Bed,$269.00 ,$400.00 ,$40.00 ,1,$25.00 ,1,1125,29,59,89,89,4,80,9,10,10,10,8,8,0,0,moderate,0,0,1
99%,93%,0,24,24,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$91.00 ,,$25.00 ,1,$20.00 ,2,90,0,5,35,125,46,96,10,10,10,10,9,9,0,0,strict,0,0,24
100%,77%,1,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$70.00 ,,,2,$25.00 ,1,1125,13,39,69,69,52,95,10,10,10,10,10,9,0,0,flexible,0,0,1
100%,95%,1,13,13,"email, phone, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$68.00 ,,,1,$20.00 ,1,1125,0,0,0,256,109,91,9,9,9,9,9,9,0,0,strict,0,0,10
N/A,N/A,0,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,5,1,2,2,Real Bed,$200.00 ,,$20.00 ,1,$0.00 ,2,1125,0,0,0,0,3,80,7,6,9,9,9,8,0,0,moderate,0,0,3
100%,82%,0,6,6,"email, phone, linkedin, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$130.00 ,,$50.00 ,1,$100.00 ,1,1125,28,58,88,363,2,80,8,7,10,10,9,8,0,1,strict,0,0,4
100%,78%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,,,1,$20.00 ,2,90,1,10,18,51,1,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,95%,1,13,13,"email, phone, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$66.00 ,,,1,$20.00 ,1,1125,2,9,38,313,80,90,9,9,10,10,9,9,0,0,strict,0,0,10
100%,67%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,,,1,$10.00 ,3,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$45.00 ,,,1,$0.00 ,7,30,0,0,0,0,2,100,8,9,9,8,9,9,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews, weibo, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$48.00 ,$95.00 ,,1,$0.00 ,3,15,0,0,0,0,0,,,,,,,,0,1,flexible,0,0,1
94%,84%,0,18,18,"email, phone, facebook, reviews, jumio, kba",1,1,1,Entire home/apt,3,1,0,1,Real Bed,$125.00 ,$100.00 ,$45.00 ,2,$30.00 ,1,1125,28,58,88,363,0,,,,,,,,0,0,moderate,0,0,7
100%,67%,0,14,14,"email, phone, reviews, kba",1,1,1,Private room,1,1.5,1,1,Real Bed,$58.00 ,,$50.00 ,1,$0.00 ,1,1125,30,60,90,365,3,67,8,9,10,10,9,8,0,0,strict,0,0,9
100%,99%,0,3,3,"email, phone, google, linkedin, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$59.00 ,$100.00 ,$20.00 ,2,$0.00 ,1,1125,10,17,18,169,64,88,9,9,10,9,9,9,0,0,strict,0,0,3
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,2,1,1,0,Real Bed,$139.00 ,$400.00 ,$80.00 ,0,$10.00 ,3,1125,15,35,65,111,10,90,9,10,9,9,10,9,0,1,strict,0,0,58
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$239.00 ,$400.00 ,$95.00 ,1,$0.00 ,3,1125,15,40,66,114,0,,,,,,,,0,1,strict,0,0,58
N/A,N/A,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,3,1,2,2,Real Bed,$200.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,100,10,8,10,10,8,8,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, facebook, reviews",1,0,1,Private room,1,1,1,1,Real Bed,$72.00 ,,$10.00 ,1,$0.00 ,2,180,0,0,0,248,20,96,9,9,9,10,10,9,0,0,strict,0,0,1
100%,100%,0,5,5,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$128.00 ,$500.00 ,$80.00 ,1,$70.00 ,7,28,0,0,7,7,1,100,,10,10,10,10,10,0,0,strict,0,0,5
71%,98%,0,363,363,"email, phone, reviews, manual_offline, jumio",1,1,1,Entire home/apt,6,2,2,3,Real Bed,$269.00 ,$300.00 ,$80.00 ,2,$10.00 ,3,1125,17,37,67,113,21,95,10,10,9,10,9,9,0,1,strict,0,0,58
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$230.00 ,,,1,$0.00 ,3,1125,0,0,0,0,3,73,5,9,7,9,9,7,0,0,flexible,0,0,1
100%,77%,0,1,1,"email, phone, reviews, kba",1,1,0,Private room,3,1,1,1,Real Bed,$120.00 ,,,1,$0.00 ,1,1125,27,57,87,362,32,97,10,9,10,10,9,9,0,0,flexible,0,0,1
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,0,Private room,2,1,1,1,Real Bed,$70.00 ,,,1,$0.00 ,1,1125,0,0,0,0,9,100,10,10,10,10,10,10,0,0,moderate,0,0,1
N/A,N/A,0,2,2,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,100,10,8,10,8,8,10,0,0,flexible,0,0,1
100%,90%,0,1,1,"email, phone, facebook, reviews, kba",1,1,0,Private room,2,1,1,1,Real Bed,$85.00 ,$100.00 ,,1,$25.00 ,2,1125,3,3,3,3,10,84,9,8,8,9,10,9,0,0,strict,0,0,1
100%,100%,0,2,2,"email, phone, reviews",1,0,1,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,,,1,$0.00 ,1,1125,15,44,74,349,0,,,,,,,,0,1,strict,0,0,2
